rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,arxiv:2512.01946v3,Scaling Cross-Environment Failure Reasoning Data for Vision-Language Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2512.01946v3,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
2,arxiv:2506.13817v1,DeepSeq: High-Throughput Single-Cell RNA Sequencing Data Labeling via Web Search-Augmented Agentic Generative AI Foundation Models,2025,arXiv,http://arxiv.org/abs/2506.13817v1,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
3,doi:10.20944/preprints202511.1245.v1,Beyond Data Moore’s Law: Towards Sustainable Scaling of Foundation Models,,,https://doi.org/10.20944/preprints202511.1245.v1,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
4,arxiv:2512.00797v1,Transforming Monolithic Foundation Models into Embodied Multi-Agent Architectures for Human-Robot Collaboration,2025,arXiv,http://arxiv.org/abs/2512.00797v1,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
5,doi:10.48550/arxiv.2305.16264,Scaling Data-Constrained Language Models,2023,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2305.16264,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.1093/jamiaopen/ooaf122,ECG-FM: an open electrocardiogram foundation model,2025,JAMIA Open,https://doi.org/10.1093/jamiaopen/ooaf122,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.1002/mp.70337,Impact of dataset size on fine‐tuning foundation models for neuroanatomic segmentation: Testing the foundation model hypothesis,2026,Medical Physics,https://doi.org/10.1002/mp.70337,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.3390/app12084076,Analysis of Slip Failure Characteristics and Support Deformation Law of Structural Planes and Rock Foundation Pits with Developed Karst Caves,2022,Applied Sciences,https://doi.org/10.3390/app12084076,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
9,doi:10.6339/23-jds1099,Building a Foundation for More Flexible A/B Testing: Applications of Interim Monitoring to Large Scale Data,2023,Journal of Data Science,https://doi.org/10.6339/23-jds1099,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
10,arxiv:2401.12963v2,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,2024,arXiv,http://arxiv.org/abs/2401.12963v2,Addresses robot foundation model scaling or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Scale law exceptions robotics keeps action-critical alternatives explicit until a physical observation collapses them.
